OSEBuildingID,DataYear,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),LargestPropertyUseTypeGFA,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,OHE_Campus,OHE_Multifamily,OHE_NonResidential,OHE_SPS-District K-12,OHE_Autres_Neighborhood,OHE_BALLARD,OHE_CENTRAL,OHE_DELRIDGE NEIGHBORHOODS,OHE_DOWNTOWN,OHE_EAST,OHE_GREATER DUWAMISH,OHE_LAKE UNION,OHE_MAGNOLIA / QUEEN ANNE,OHE_NORTH,OHE_NORTHEAST,OHE_NORTHWEST,OHE_SOUTHEAST,OHE_SOUTHWEST,OHE_Autres_LargestPropertyUseType,OHE_Distribution Center,OHE_Hotel,OHE_K-12 School,OHE_Multifamily Housing,OHE_Non-Refrigerated Warehouse,OHE_Office,OHE_Other,OHE_Retail Store,OHE_Worship Facility,OHE_Autres_ComplianceStatus,OHE_Compliant,OHE_Not Compliant,OHE_Account Requires Verification,OHE_Autres_ComplianceIssue,OHE_No Issue,OHE_Portfolio Manager Account Not Shared,TotalGHGEmissions,SiteEnergyUse(kBtu)
23459.0,2019.0,4.0,41298.0,0.0,71.0,45.5,1821356.0,83.3,40062.0,1513109.0,308247.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,25.7,1825770.0
23462.0,2019.0,4.0,40370.0,0.0,66.6,23.4,946382.0,65.6,40370.0,946382.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.8,956965.0
23465.0,2019.0,4.0,51150.0,0.0,66.0,36.1,1773587.0,94.9,48320.0,483324.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,166.4,3639922.0
23466.0,2019.0,8.0,43645.0,0.0,95.0,36.1,1773587.0,83.3,41615.0,1274938.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,260.9,6145327.0
23484.0,2019.0,4.0,35796.0,0.0,72.0,30.7,2129637.0,86.1,41615.0,1145137.0,0.0,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.1,2137894.0
23495.0,2019.0,3.0,43645.0,0.0,67.0,34.2,2010649.0,92.8,58831.0,1914662.0,95987.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16.9,2035780.0
23496.0,2019.0,2.0,22382.0,0.0,72.0,31.6,707050.0,88.5,22382.0,707050.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.4,713685.0
23499.0,2019.0,3.0,27639.0,0.0,63.0,30.5,723178.0,85.3,23726.0,723178.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.5,728739.0
23501.0,2019.0,2.0,43645.0,0.0,99.0,23.7,2409265.0,58.2,41615.0,1936665.0,472600.0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37.0,2445356.0
23502.0,2019.0,3.0,30942.0,0.0,55.0,32.8,1016099.0,91.9,30942.0,1016099.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6.3,1028754.0
23503.0,2019.0,2.0,20398.0,0.0,68.4,36.1,1773587.0,83.3,19232.0,1145137.0,338864.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,394.2,10242634.0
23504.0,2019.0,1.0,41308.0,0.0,78.6,34.4,1420554.0,79.4,41308.0,1021934.0,398621.0,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27.5,1411500.0
23508.0,2019.0,3.0,36751.0,0.0,67.0,36.1,2726525.0,97.3,36751.0,406985.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,125.7,2782589.0
23510.0,2019.0,4.0,39888.0,0.0,47.0,36.1,2330872.0,97.8,39888.0,830237.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,84.8,2367507.0
23515.0,2019.0,3.0,30833.0,0.0,90.4,22.6,695351.0,63.1,30833.0,695351.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.3,700889.0
23516.0,2019.0,6.0,28453.0,0.0,75.6,29.2,830552.0,81.2,26122.0,821906.0,8645.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.5,831944.0
23517.0,2019.0,7.0,28291.0,0.0,93.0,25.7,728148.0,72.1,28291.0,728148.0,0.0,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.5,724433.0
23518.0,2019.0,4.0,34459.0,0.0,77.0,24.1,829250.0,67.4,34459.0,829250.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.1,827915.0
23519.0,2019.0,6.0,40025.0,0.0,89.0,35.2,1409176.0,76.7,40025.0,908358.0,500818.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,32.2,1415767.0
23521.0,2019.0,8.0,25012.0,0.0,82.4,26.2,656337.0,73.5,25012.0,656337.0,0.0,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0,664641.0
23522.0,2019.0,7.0,30709.0,0.0,100.0,35.1,1253487.0,71.4,35750.0,705799.0,547688.0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,33.4,1264697.0
23523.0,2019.0,5.0,34726.0,0.0,76.0,26.0,903469.0,72.8,34726.0,903469.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.6,904434.0
23530.0,2019.0,3.0,49106.0,0.0,47.0,24.8,1218630.0,69.5,49106.0,1218630.0,0.0,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.5,1219230.0
23531.0,2019.0,3.0,24754.0,0.0,97.4,36.1,122788.6,83.3,23068.6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.64,130653.2
23543.0,2019.0,3.0,30870.0,0.0,85.0,22.7,733844.0,63.5,32360.0,733844.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.5,732244.0
23552.0,2019.0,7.0,43645.0,0.0,100.0,22.5,1771964.0,63.1,41615.0,1771964.0,0.0,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10.9,1768970.0
23554.0,2019.0,4.0,28766.0,0.0,88.2,28.2,811544.0,62.2,28766.0,535447.0,276097.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18.0,812200.0
23557.0,2019.0,4.0,24570.0,0.0,67.0,29.5,724331.0,82.5,24570.0,724331.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.5,721917.0
23558.0,2019.0,5.0,50749.0,0.0,76.0,30.8,1565257.0,85.4,39432.0,1536833.0,28424.0,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11.0,1573012.0
23559.0,2019.0,6.0,43645.0,0.0,46.0,38.4,1773587.0,83.3,41615.0,1145137.0,127408.0,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,27.7,3528779.0
23560.0,2019.0,4.0,51376.0,0.0,92.0,34.4,1438403.0,74.6,41811.0,918708.0,519696.0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,33.3,1440791.0
23561.0,2019.0,7.0,39962.0,0.0,64.4,40.0,1596533.0,78.6,39962.0,836277.0,760256.0,1.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,45.5,1611053.0
23562.0,2019.0,3.0,43878.0,0.0,67.0,32.0,1052590.0,78.7,12000.0,847178.0,205412.0,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16.1,1052590.0
23566.0,2019.0,3.0,34976.0,0.0,86.8,23.9,837394.0,55.5,34976.0,607796.0,229598.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.9,835703.0
23567.0,2019.0,3.0,22604.0,0.0,59.0,36.1,1337315.0,77.8,22604.0,202352.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,61.5,1370768.0
23570.0,2019.0,4.0,46296.0,0.0,78.6,36.1,1773587.0,94.1,46296.0,333054.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,175.3,3674677.0
23571.0,2019.0,3.0,31400.0,0.0,97.0,31.0,973993.0,64.6,31400.0,575438.0,398555.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,24.7,988513.0
23574.0,2019.0,4.0,44547.0,0.0,44.0,36.1,2623058.0,83.3,44547.0,1145137.0,555111.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,42.2,2662136.0
23575.0,2019.0,6.0,37296.0,0.0,100.0,21.3,793738.0,59.6,37296.0,793738.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.9,798518.0
23576.0,2019.0,3.0,28564.0,0.0,69.0,36.1,1735948.0,73.2,31552.0,277703.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,79.2,1780696.0
23577.0,2019.0,3.0,29533.0,0.0,97.0,45.3,1337875.0,62.3,29533.0,248944.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,59.4,1339432.0
23578.0,2019.0,3.0,20688.0,0.0,58.0,36.1,1224137.0,80.2,20688.0,213122.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,55.0,1245466.0
23579.0,2019.0,3.0,22972.0,0.0,63.0,36.1,1341103.0,75.0,22972.0,180006.0,338864.0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,62.8,1376388.0
23589.0,2019.0,4.0,45494.0,0.0,95.0,25.4,1247225.0,71.2,49034.0,1247225.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.7,1259290.0
23590.0,2019.0,4.0,27008.0,0.0,94.0,23.0,619886.0,64.3,27008.0,619886.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.8,613755.0
23593.0,2019.0,4.0,38407.0,0.0,69.0,31.3,1201576.0,87.6,38407.0,1201576.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.4,1212109.0
23594.0,2019.0,6.0,43645.0,0.0,76.0,36.1,1773587.0,97.7,41615.0,1050198.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,228.6,5315862.0
23595.0,2019.0,4.0,34498.0,0.0,100.0,25.6,883055.0,83.3,34498.0,145969.0,737086.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,40.0,898051.0
23605.0,2019.0,4.0,56074.0,0.0,80.0,27.9,1563008.0,78.0,56074.0,1563009.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.6,1578135.0
23609.0,2019.0,4.0,43132.0,0.0,65.0,27.5,1187477.0,77.1,43132.0,1187477.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.3,1201974.0
23610.0,2019.0,5.0,25671.0,0.0,95.0,27.0,693640.0,75.7,25671.0,693640.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.3,700440.0
23611.0,2019.0,4.0,25550.0,0.0,78.0,27.8,873090.0,77.9,31379.0,873090.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.4,884555.0
23612.0,2019.0,4.0,24052.0,0.0,86.0,24.4,586968.0,68.3,24052.0,586968.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.6,594619.0
23615.0,2019.0,6.0,43645.0,0.0,81.0,27.8,2029769.0,77.9,41615.0,1145137.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12.5,2044269.0
23618.0,2019.0,1.0,38255.0,0.0,62.0,34.8,1748808.0,54.5,50223.0,514950.0,338864.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,68.7,1742084.0
23622.0,2019.0,1.0,43645.0,0.0,72.0,36.1,1773587.0,83.3,41615.0,1145137.0,338864.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,266.3,29148372.0
23632.0,2019.0,4.0,43645.0,0.0,79.0,25.8,1773587.0,72.3,41615.0,1145137.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,23.0,3727752.0
23633.0,2019.0,3.0,20210.0,0.0,90.0,27.2,543080.0,63.3,20000.0,397777.0,145303.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10.2,548347.0
23637.0,2019.0,2.0,21708.0,0.0,64.0,36.1,1428608.0,94.5,21708.0,314839.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,61.1,1444742.0
23639.0,2019.0,2.0,55842.0,0.0,39.0,33.3,1422701.0,93.2,42762.0,1422701.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8.8,1441517.0
23641.0,2019.0,4.0,43645.0,0.0,78.6,40.5,1773587.0,83.3,41615.0,1145137.0,0.0,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,27.0,4456108.0
23643.0,2019.0,4.0,23875.0,0.0,61.0,36.1,1354489.0,77.1,23875.0,239273.0,338864.0,0.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,60.7,1391108.0
23652.0,2019.0,4.0,22763.0,0.0,88.8,16.5,408864.0,83.3,21804.0,408864.0,0.0,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2.5,412318.0
23653.0,2019.0,3.0,48924.0,0.0,56.0,36.1,2394282.0,83.3,31325.0,1120214.0,338864.0,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74.6,2422880.0
23657.0,2019.0,6.0,22551.0,0.0,74.0,38.8,874544.0,100.7,22551.0,772914.0,101630.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10.2,873040.0
23658.0,2019.0,2.0,21643.0,0.0,76.2,43.7,945169.0,67.2,21643.0,264085.0,681084.0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37.8,955611.0
23660.0,2019.0,4.0,22660.0,0.0,97.0,25.9,586451.0,56.0,22664.0,372980.0,213471.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13.6,584311.0
23661.0,2019.0,8.0,43645.0,0.0,42.2,33.9,1773587.0,91.4,41615.0,1145137.0,200816.0,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,29.8,3298810.0
23671.0,2019.0,4.0,32297.0,0.0,78.0,31.9,1605496.0,89.3,50333.0,1605496.0,0.0,0.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9.9,1599768.0
23672.0,2019.0,4.0,35526.0,0.0,56.8,36.1,2021244.0,83.3,34160.0,1145137.0,0.0,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12.5,2025969.0
23673.0,2019.0,3.0,17956.0,0.0,78.8,49.9,865113.0,83.3,17332.0,865113.0,0.0,0.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.3,865113.0
23677.0,2019.0,6.0,49510.0,0.0,78.6,36.1,2794416.0,83.3,49510.0,1145137.0,481046.0,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,39.8,2819043.0
23679.0,2019.0,3.0,23664.0,0.0,78.6,49.4,1092633.0,83.3,22124.0,1092633.0,0.0,0.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6.7,1105684.0
23680.0,2019.0,3.0,41369.0,0.0,67.0,30.9,1131170.0,86.5,36628.0,1131170.0,0.0,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.0,1140925.0
23681.0,2019.0,4.0,56334.0,0.0,84.0,32.7,1864419.0,72.3,56934.0,1234237.0,630182.0,0.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,41.1,1867199.0
23682.0,2019.0,3.0,43645.0,0.0,98.0,35.0,1773587.0,78.1,41615.0,1145137.0,338864.0,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,108.9,5039922.0
23689.0,2019.0,2.0,24224.0,0.0,78.6,39.9,967236.0,80.9,24224.0,540157.0,427079.0,1.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,26.0,974112.0
23691.0,2019.0,1.0,23706.0,0.0,72.0,18.2,430487.0,83.3,23706.0,153835.0,276652.0,0.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15.6,439305.0
23695.0,2019.0,5.0,27288.0,0.0,64.0,49.4,1349296.0,79.5,27288.0,430463.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,51.5,1370653.0
23708.0,2019.0,3.0,20184.0,0.0,100.0,36.1,166255.0,83.3,20184.0,166254.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0,166853.0
23711.0,2019.0,1.0,49066.0,0.0,34.2,36.1,1773587.0,83.3,49000.0,461316.0,338864.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,191.5,4125026.0
23712.0,2019.0,3.0,30740.0,0.0,75.2,42.8,1707108.0,71.1,28293.0,598338.0,338864.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,62.6,1740162.0
23713.0,2019.0,4.0,21540.0,0.0,47.0,39.1,842588.0,83.3,21540.0,842589.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5.2,853584.0
23714.0,2019.0,2.0,43645.0,0.0,78.6,46.6,1773587.0,83.3,41615.0,1145137.0,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,80.9,13267960.0
23716.0,2019.0,1.0,67450.0,0.0,89.0,36.1,1773587.0,83.3,42760.0,1145137.0,841744.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,61.0,3458090.0
23722.0,2019.0,1.0,39971.0,0.0,44.0,53.7,2290856.0,88.3,42659.0,776773.0,338864.0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,85.2,2353079.0
23723.0,2019.0,6.0,56035.0,0.0,61.6,36.1,1773587.0,83.3,56035.0,1145137.0,338864.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,86.4,4243752.0
23725.0,2019.0,4.0,43645.0,0.0,85.0,32.0,1773587.0,71.0,41615.0,1145137.0,338864.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,78.2,3607776.0
23730.0,2019.0,1.0,46970.0,0.0,72.6,36.1,499239.0,83.3,46970.0,499239.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3.1,499239.0
23735.0,2019.0,1.0,21301.0,0.0,44.2,36.1,1539496.0,83.3,20243.0,1539496.0,0.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.5,1530445.0
23736.0,2019.0,1.0,47554.0,0.0,82.6,33.2,1033620.0,77.0,18133.0,747845.0,285775.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19.8,1033411.0
23742.0,2019.0,2.0,37616.0,0.0,95.0,34.5,1485611.0,83.3,43016.0,153854.0,338864.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,71.7,1490698.0
23743.0,2019.0,1.0,24196.0,0.0,95.4,36.1,126693.0,83.3,8711.0,101294.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.6,118037.8
23744.0,2019.0,2.0,20671.0,0.0,96.0,26.2,542070.0,83.3,20671.0,171446.0,370624.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,20.7,545908.0
23752.0,2019.0,2.0,24150.0,0.0,88.0,27.2,547174.0,76.1,20125.0,547174.0,0.0,0.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.4,562935.0
23757.0,2019.0,1.0,21600.0,0.0,67.0,24.2,523558.0,83.3,21600.0,162329.0,361229.0,0.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20.2,538247.0
